cfg,label,reason,traceback
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\01. RECLOSE SUTET 500KV TASIKMALAYA-DEPOK #1 (02 APRIL 2023) PETIR\DFR GITET DEPOK\Sunday 02 April 2023 15.20.02.000.CFG,PETIR,no fault detected,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\02. RECLOSE BAY TASIKMALAYA GI MALANGBONG (05 APRL 2023) PETIR\DFR EKSTERNAL\ZQ1.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\02. RECLOSE BAY TASIKMALAYA GI MALANGBONG (05 APRL 2023) PETIR\RELAI DISTANCE\BAY TASIKMALAYA 2 GI MALANGBONG\Wednesday 05 April 2023 17.12.38.000.CFG,PETIR,protection=DIRECTIONAL_EF,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\03. RECLOSE SRAGI-ARJWN 1 (8 APR 2023) PETIR\GI ARJWN\BAY SRAGI 1 8 April 2023_agsys\P443\1\DR\Saturday 08 April 2023 13.21.46.001.CFG,PETIR,no fault detected,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\03. RECLOSE SRAGI-ARJWN 1 (8 APR 2023) PETIR\GI ARJWN\Saturday 08 April 2023 13.21.46.001.CFG,PETIR,no fault detected,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\06. RECLOSE BAY KARAHA #1 GI GARUT (10 APRIL 2023) LAYANG LAYANG\DFR EKSTERNAL\ZQ1.cfg,LAYANG,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\06. RECLOSE BAY KARAHA #1 GI GARUT (10 APRIL 2023) LAYANG LAYANG\RELE LINE DIFF\AA1E1Q10FP1_DR17_20230410145004.cfg,LAYANG,protection=UNKNOWN,
"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\09. RECLOSE PRKAN-SMDG 1,2 (13 APR 2023) PETIR\GI SMDG\BAY PRKAN 2\20230413_184410_952_r138.cfg",PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\10. RECLOSE MDRCN-PMLG 4 (16 APR 2023) PETIR\16_04_2023 Pemalang 4 (2).CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\04. APRIL\13. RECLOSE BAY LAMAJAN GI SUMADRA (24 APRIL 2023) PETIR\RELAI DISTANCE\BAY LAMAJAN GI SUMADRA\Monday 24 April 2023 13.51.43.000.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\05. MEI\1. RECLOSE BAY MALANGBONG #1-2 GI TASIKMALAYA (JAM 16.07 WIB) (04 MEI 2023) PETIR\DFR EKSTERNAL\GI MALANGBONG BAY TASIK #1-2\16.08\ZQ7.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\05. MEI\2. RECLOSE BAY TASIKMALAYA #1 GI MALANGBONG (JAM 16.08 WIB) (04 MEI 2023) PETIR\DFR EKSTERNAL\GI MALANGBONG BAY TASIK #1-2\ZQ7.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2023\05. MEI\2. RECLOSE BAY TASIKMALAYA #1 GI MALANGBONG (JAM 16.08 WIB) (04 MEI 2023) PETIR\DFR EKSTERNAL\GI MALANGBONG BAY TASIK #1-2\ZQ8.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2024\01. JANUARI\11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR\GI PARAKAN\SMDG 1 31 JAN 2024\Wednesday 31 January 2024 16.27.32.001.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2024\02. FEBRUARI\07. RECLOSE KNCI-BREBES 1 (11 FEB 2024)_PETIR\REKAMAN DFR\GI KANCI\BREBES 1.CFG,PETIR,The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),"record.time[-1] - record.time[0]) * 1000.0) if getattr(record, ""time"", None) else None
                                                                               ~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
"
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Eksternal Bay Banjar 1\DFR Eksternal Bay Banjar 1.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI PMPEK BAY SMDRA 1\Thursday 29 February 2024 15.07.20.000.CFG,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2024\04. APRIL\25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR\DFR EKSTERNAL\GI PAMEUNGPEUK\ZQ20.cfg,PETIR,protection=UNKNOWN,
C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT CIREBON\2025\01.JANUARI\01. RECLOSE TASIKMALAYA - MALANGBONG 2 (7 JAN 2025)_PETIR\DFR Eksternal\Tasikmalaya 2\ZQ30.cfg,PETIR,protection=UNKNOWN,
